2,0
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,0
1,3,3,5,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,3,3,0
5,5,0
5,0
5,5,4,5,0
5,5,0
